IDTNS;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A2_1;A2_2;A2_3;A3;A4;E2;E4;F2_1;F2_2;F2_3;F4_1;F4_2;F4_3
741646;5;4;3;0;3;7;10;5;10;10;10; ; ;10; ; ; ; ; ;10
741655;6;3;5;4;5;8;6;2;5;4;6; ; ; ; ; ; ; ;0;0
741657;3;0;1;3;0;5;7;1;5;0;7; ;0; ;8;3;0;8;0;0
741658;10; ;9;9;10;10;10;9;9;10;10; ; ; ; ; ; ;7;10;7
741665;10;6;5;5;4;10;10;9;6;9;10; ; ; ; ; ; ;0;0;0
741702;8;8;10;10;10;4;10;10;5;2;8;7;0;0; ; ; ; ; ; 
741706;0;0;0;0;0;0;0;0;0;0;1; ;3;0; ; ; ;5;0;5
741710;8;7;9;8;9;7;8;5;7;9;8;9; ;5; ; ; ; ; ; 
741722;4;1;0;0;8;0;9;0;1;4;2;2;6; ;9;9;2;10;10;2
741740;10;9;9;7;10;10;10;10;7;7;9;10; ; ; ; ; ;7;9;10
742745;7;7;8;8;8;7;7;6;7;7;7; ; ; ; ; ; ; ; ; 
742746;5;7;10;9;9;4;4;7; ;7;7;8;7;5; ; ; ; ; ; 
742772;6;4;2;1;3;5;8;6;5;8;8; ; ; ; ; ; ; ; ; 
742774;9;8;9;8;8;7;8;6;6;7;7; ; ; ; ; ; ; ; ; 
742790;0;0;0;0;0;0;0;0;0;8;8;10; ;0; ;0;0;10;10;0
742836;6;0;4;2;4;10;7;7;5;8;7; ; ;8; ; ; ;7;7;4
742951;8;7;6;6;6;10;9;9;10;9;9; ;10; ; ; ; ;9;9;6
742959;8;9;7;9;9;10;7;6;6;9;7;7; ;9; ; ; ;7;8;10
742968;8;5;5;3;7;2;7;5;8;10;7;2;10; ; ; ; ;10;10;10
743008;3;5;7;5;5;8;8;5;5;7;7;7; ;0; ; ; ;5;5;5
743013;5;3;0;0;0;0;5;0;0;5;0;0;0; ; ; ; ;5;5;0
743086;8;2;6;6;9;2;9;7;2;7;7; ;2;0; ; ; ;8;8;6
743090;6; ;6;6;6;9;6;0;4;5;4; ; ; ; ; ; ;4;5;8
743109;8;8;7;7;6;7;8;7;8;7;7; ;8;8; ; ; ; ; ; 
743118;5;2;0;0;1;4;4;3;5;5;6; ; ; ; ; ; ;5;5;3
743146;8;7;5;6;7;0;6;0;5;7;5; ; ; ; ; ; ; ; ; 
743176;8;8;9;5;9;7;9; ; ; ; ; ; ; ; ; ; ; ; ; 
743187;7;5;9;8;8;9;7;8;7;8;8;9; ; ; ; ; ;7;9;8
743190;5;5;6;2;5;0;6;3;6;5;5; ; ;5; ; ; ;5;6;5
743235;6;5;4;2;3;5;5;5;3;7;7; ;2; ;8;8;5;7;8;5
743240;7;7;7;5;7;7;10;0;7;7;7; ;0; ; ; ; ; ; ; 
743243;5;3;2;8;4;0;2;5;2;10;5; ;5;3; ; ; ;0;0;0
743279;9;9;10;10;8;10;10;8;10;10;9; ; ; ; ; ; ;10;10;10
743291;2;2;3;0;3;5;5;0;3;0;2; ;5;3; ; ; ;0;0;0
743312;5;0;0;0;1;0;0;2;0;5;3;0;0;0; ; ; ;0;0;0
743314;5;8;9;7;9;8;9;9;9;10;9; ;10;8; ; ; ;10;10;9
743322;8;9;8;8;8;10;10;6;8;7;7; ;1; ; ; ; ; ; ; 
743373;8;8;10;10;9;8;8;7;6;7;8; ;7; ; ; ; ;7;9;9
743397;6;7;7;6;6;6;8;6;7;8;7; ; ;7; ; ; ;7;9;8
743508;10;6;10;6;6;10;10;8;7;10;10; ;8; ; ; ; ;3;6;10
743518;3; ;6;6;7;7;6;6; ;8;8; ; ;0; ; ; ; ;7;7
743549;9;8;9;7;7;8;8;8;8;9;8; ; ; ; ; ; ;8;8;9
743579;5;3;4;5;4;0;5;5;5;7;5;5;5; ; ; ; ;7;7;10
743584;8;8;9;5;9;9;10;8;10;10;10;5;10;10; ; ; ;8;10;10
743591;5;7;6;6;6;8;10;8;9;10;9; ;8;7; ; ; ; ; ; 
743593;5;8;9;7;8;9;7;9;8;10;10; ;9;10; ; ; ; ; ; 
743605;6;5;5;4;5;6;6;4;4;6;5;4;4; ;5;5;5;5;5;6
743632;5;5;3;3;3;6;6;5;4;3;4; ; ; ; ; ; ;4;4;5
743640;4;2;0;0;2;0;0;0;0;7;0;0;0;0; ; ; ;0;0;0
743663;6;7;9;9;9;6;7;8;10;10;10; ;8; ; ; ; ; ; ; 
743671;7;8;9;8;10;5;5; ; ; ; ; ;6; ;7;7;7; ; ; 
743698;10;10;10;9;9;10;10;8;10;10;10;7; ;10; ; ; ; ; ; 
743717;8;8;10;9;7;7;9;7;8;8;8; ; ; ; ; ; ; ; ; 
743718;6;2;3;4;6;1;2;0;0;3;2; ; ; ; ; ; ;1;0;2
747739;10;8;10;0;5;5;10; ; ; ; ; ; ; ; ; ; ;10;10;0
747750;8;9;10;10;10;8;10;9;9;10;9; ;10;10; ; ; ; ; ; 
747756;8;7;8;7;6;6;7; ; ; ; ; ; ; ; ; ; ; ; ; 
747780;7;7;5;3;5;6;6;4;6;6;6;4; ;6; ; ; ; ; ; 
747784;8;10;8;8;8;8;9;8;7;10;9; ; ;8; ; ; ; ; ; 
747786;5;7;3;5;1;5;6;4;5;4;5; ; ; ; ; ; ; ; ;1
747818;7;5;4;2;2;2;4;7;2;4;5;7;7; ; ; ; ; ; ; 
747837;7;8;9;9;7;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
747838;5;5;7;8;4;8;8;6;7;7;7;5; ; ; ; ; ; ; ; 
747844;10;7;9;7;10;7;9;8;7;10;9;9; ; ; ; ; ;10;10;10
747845;1;2;3;2;3;4;10;1;0;3;2; ;1;3; ; ; ; ; ; 
747846;3;3;8;8;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
747847;8;9;9;7;8;10;9; ; ; ; ; ; ;7; ; ; ; ; ; 
747902;6;5;6;5;5;4;7; ; ; ; ; ; ; ; ; ; ;8;8;6
747908;3;0;5;5;3;2;2;5;2;3;2; ;5;2; ; ; ;5;5;5
747916;7;7;7;7;8;7;8;6;6;7;7; ;6;6; ; ; ;8;8;7
747921;0;0;3;3;3;0;0;5;0;0;0;3;3;3; ; ; ;0;0;0
747945;8;10;8;8;10;10;10;7;10;8;8; ;7; ; ; ; ;10;10;10
747951;8;8;9;9;10;6;9;8;5;8;7; ;6;8; ; ; ; ; ; 
747968;8;8;8;9;9;7;8;9;8;9;9;9;9; ; ; ; ; ; ; 
747983;8;9;8;8;8;8;8;8;9;9;8;8;9; ; ; ; ;8;8;8
747997;5;8;9;7;9;10;10;9;10;10;9; ; ; ; ; ; ;8;10;10
748007;7;8;8;8;7;7;7;7;7;7;8; ;7;7; ; ; ; ; ; 
748025;10;10;10;10;10;0;10; ; ; ; ;0; ; ; ; ; ;10;10;10
748029;6;5;5;2;5;5;10;5;5;8;5; ; ; ; ; ; ;5;10;5
748031;8;7;6;6;6;6;9; ; ; ; ;9; ;8; ; ; ;4;6;6
748032;10;10;10;10;10;10;10;10;10;10;10; ;10;10; ; ; ; ; ; 
748035;8;6;8;6;7;6;7;8;7;7;8; ;9;8;8;7;9; ; ; 
748101;5;8;5;4;7;5;10; ; ; ; ; ; ;0;10;10;10; ; ; 
748111;10;6;10;10;8;7;8;6;10;10;10; ;7; ; ; ; ;9;9;10
748122;8;4;9;7;5;8;10; ; ; ; ; ;6; ; ; ; ; ; ; 
748136;9;10;10;8;9;10;10;10;10;9;10;10; ;10; ; ; ; ; ; 
748144;0;0;0;0;0;0;1;0;0;4;3; ;0;0; ; ; ;0;0;1
748145;9;8;10;10;9;8;10;9;10;10;10; ; ; ; ; ; ; ; ; 
748169;0;0;5;5;5;5;0; ; ; ; ;5; ; ; ; ; ; ; ; 
748177;5;4;3;4;4;8;6;3;3;9;8; ; ; ; ; ; ;10;9;4
748197;0;2;6;6;5;8;2;3;9;8;6; ;8; ; ; ; ;7;6;7
748213;7;7;8;10;10;7;7;8;10;8;8; ;8; ; ; ; ;7;7;7
748215;9;7;9;6;8;9;10;4;6;9;10; ;7;7; ; ; ;7;9;5
748235;9;10;8;8;9;8;8;8;8;8;9;8; ; ;10;10;10;10;10;10
748239;9;9;8;8;9;9;9; ; ; ; ; ;9; ; ; ; ;9;9;10
748263;3;7;7;7;6;5;4;2;3;4;5;7;6; ; ; ; ;6;7;8
748284;9;8;9;5;8;6;9;9;9;8;8;8;8;8; ; ; ; ; ; 
748290;9;8;9;6;9;10;9;10;9;10;9; ;8; ; ; ; ; ;9;9
748293;7;8;8;7;8;7;8;6;7;7;8;8; ; ; ; ; ; ; ; 
748303;10;10;10;10;10;0;10;9;0;0;10;10; ; ; ; ; ; ; ; 
748307;0;5;6;9;6;5;5;0;5;5;0; ; ; ; ; ; ; ; ; 
748359;8;7;8;9;7;9;9;7;7;10;10; ; ;10;8;8;10;10;10;10
748369;8;8;9;9;9;5;5;7;8;8;8;5;5;5; ; ; ; ; ; 
748405;10;9;9;8;8;9;7;7;9;8;8;9; ; ; ; ; ; ; ; 
748416;9;8;10;8;10;8;8;8;10;10;10; ; ;10; ; ; ;8;10;10
748452;9;8;9;9;9;10;10;9;9;9;10;9; ; ; ; ; ;8;9;9
748466;8;8;9;8;8; ;7; ; ; ; ;8;10; ; ; ; ; ; ; 
748492;3;0;9;10;9;9;8;3;5;0;4; ;3; ; ; ; ; ; ; 
748497;6;7;8;5;9;7;8;8;7;8;10; ;6;6; ; ; ;8;7;9
748508;5;2;2;0;5;10;5;7;8;8;8; ; ; ; ; ; ;6;7;4
748514;9;8;8;7;9;8;8; ; ; ; ;9; ; ; ; ; ; ; ; 
748520;10;10;10;8;8;10;10;7;10;10;10; ; ; ; ; ; ; ; ; 
748529;8;10;10;10;10;8;10;10;10;10;10; ;8; ; ; ; ; ; ; 
748545;4;4;3;3;3;7;7;2;2;7;6;6; ;7; ; ; ;0;3;3
748546;8;8;8;7;8;8;9;9;10;9;9;9; ; ; ; ; ; ;9;9
748548;9;9;10;10;10;8;10;7;6;6;7; ;8; ;9;9;9; ; ; 
748556;8;6;9;0;8;10;10;6;9;9;9; ; ;6; ; ; ;4;4;9
748561;8;8;9;9;9;7;7;8;8;8;8;8; ; ; ; ; ; ; ; 
748587;7;7;7;6;6;6;7;7;7;8;8; ; ; ; ; ; ; ; ; 
748590;6;5;7;6;6;6;8;5;7;8;7; ;6;7; ; ; ;8;8;8
748599;6;7;2;8;3;8;8;6;7;8;6;5;5;4; ; ; ;7;8;7
748652;7;6;5;4;5;8;8;8;5;9;9; ; ;6; ; ; ;10;10;5
748699;8;8;10;9;7;8;8;4;4;10;10;8;8;10; ; ; ;8;8;8
748703;7;7;9;9;8;8;10;7;9;8;8; ;8;7; ; ; ; ; ; 
748729;9;8;9;8;8;9;8;5;3;9;9; ; ; ; ; ; ; ; ; 
748737;5;7;8;10;7;6;4;3;6;10;8;8;5; ; ; ; ; ; ; 
748767;10;9;10;7;8;8;9;7;9;9;9; ; ; ; ; ; ; ; ; 
748803;7;8;9;7;7;8;8;6;6;10;10;8;9;10; ; ; ;10;10;8
748837;6;6;4;6;4;5;6;5;6;5;5; ; ; ; ; ; ;6;5;5
748853;6;5;7;7;5;7;7; ; ; ; ;8;7;7; ; ; ; ; ; 
748893;8;5;9;8;9;8;9;10;6;9;9; ;8;10; ; ; ;7;7;8
748895;4;6;2;3;3;7;5;3;4;9;5; ;8; ; ; ; ;6;8;8
748920;8;0;9;3;3;8;8;7;10;8;10; ;10;10; ; ; ;3;8;4
748954;8;6;7;3;5;9;9;8;7;9;9;8; ; ; ; ; ;8;10;10
748957;7;7;9;8;8;8;8;8;7;9;9; ; ;8; ; ; ; ; ; 
748967;9;8;9;7;8;8;9;8;7;8;10;7; ; ; ; ; ;5;0;0
748969;8;8;4;5;5;6;8;9;9;9;9;8; ; ; ; ; ;9;8;5
749004;4;4;10;10;9;6;10;9;6;2;6;10;4;10;10;10;10; ; ; 
749037;7;7;8;7;7;8;7;8;6;7;8; ;8;8; ; ; ;7;7;6
749050;8;10;10;10;9;8;8;8;9;8;9;10; ; ; ; ; ; ; ; 
749095;6;8;8;8;6;10;9;5;7;4;5; ; ; ; ; ; ; ; ; 
749098;10;7;8;5;7;9;10;6;6;7;7; ;8; ; ; ; ;8;10;10
749106;9;8;10;7;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
749135;5;6;6;7;6;7;6;7;6;7;7; ; ;5; ; ; ;8;10;10
749136;8;7;5;4;7;9;9;8;9;9;10;8; ;9; ; ; ;9;9;9
749147;9;10;9;8;7;8;10;8;9;10;10;10; ; ; ; ; ;10;10;10
749163;8;8;9;8;8;10;10;8;8;9;8; ;10; ;10;10;10;9;9;10
749180;8;10;5;5;5;10;10;10;10;10;10; ;10; ; ; ; ; ; ; 
749193; ;8;8;8;8;8;8;8;8;8;8;8; ;8; ; ; ;8;8;8
749268;7;7;8;8;7;7;7;6;7;9;7;7;7;7; ; ; ; ; ; 
749270;0;2;3;6;5;1;0;1;6;4;4; ;4;5; ; ; ;7;8;9
749303;6;7;8;7;7;7;9; ; ; ; ; ; ;8; ; ; ;8;7;6
749311;5;1;2;1;1;5;5;3;7;6;7; ;6;7; ; ; ; ; ; 
749317;6;8;8;6;8;6;8;7;6;7;7; ;7;7; ; ; ; ; ; 
749323;9;8;7;7;8;8;7;6;6;6;7; ; ; ;5;4;3;2;2;6
749329;10;9;6;4;7;7;10;2;5;9;8;8;7; ; ; ; ;9;8;8
749331;10;10;9;7;10;9;9;9;9;10;10;10;10;9;9;10;10;9;10;10
749345;8;7;9;9;8;7; ;9;9;9;8; ; ;9; ; ; ;9;10;9
749352;5;5;4;3;0;10;5; ; ; ; ; ; ; ; ; ; ; ; ; 
749366;7;9;8;8;8;7;8;8;8;7;8; ; ; ; ; ; ; ; ; 
749392;7;7;8;7;6;8;7;5;7;6;6; ; ; ; ; ; ; ; ; 
749396;6;6;4;2;1;6;3;0;8;5;6; ;5; ;2;6;7;5;6;6
749406;10;10;9;8;10;9;10;9;10;10;10; ; ;10;10;10;10;9;10;10
749410;7;9;9;9;8;9;10;5;6;9;6; ;8;6; ; ; ; ;9;9
749416;6;5;5;6;4;6;6;4;5;5;5; ;6;6; ; ; ;3;3;3
749422;10;10;10;8;10;10;9;7;9;10;8;10;10;8; ; ; ;8;9;10
749445;10;5;5;5;8;0;5;2;7;10;7; ; ;9; ; ; ;7;10;7
749455;8;5;7;3;6;7;7;5;8;8;7;5; ; ; ; ; ;8;8;8
749489;4;0;8;5;5;6;6;8;7;9;9; ;7; ; ; ; ;6;2;6
749499;7;6;7;6;6;6;6;5;6;7;7;6; ; ; ; ; ; ; ; 
749507;8;8;7;8;7;9;9;5;6;5;3; ; ;4; ; ; ; ; ; 
749531;5;5;5;0;8;0;5; ; ; ; ; ;6;0; ; ; ; ; ; 
749561;9;9;8;9;8;10;9;8;9;10;9; ;9;7; ; ; ; ; ; 
749570;8;8;9;9;9; ; ; ; ; ; ; ;5; ; ; ; ; ; ; 
749580;7;7;5;5;5;9;9;5;7;7;6; ;8; ;7;5;7; ; ; 
749592;3;2;2;0;2;0; ;0;0;10;5; ;2; ; ; ; ;10;10;5
749602;10;10;7;7;7;10;10;8;10;10;10; ; ; ; ; ; ; ; ; 
749640;8;9;7;6;7;7;10;8;8;9;8; ; ;5; ; ; ;10;9;8
749642;10;5;7;3;5;7;10;3;8;9;5;8;8;10;8;6;5; ; ; 
749657;6;8;8;6;6;6;8;6;6;8;10;8;6;6;7;6;6; ; ; 
749659;9;7;8;9;10;7;8;7;7;8;7; ;8; ; ; ; ; ; ; 
749673;10;10;10;10;10;10;10; ; ; ; ;10;10; ; ; ; ;10;10;10
749682;9;10;10;10;10;10;10;9;10;9;10; ; ; ; ; ; ; ; ; 
749693;9;8;7;6;7;9;10;7;7;9;7; ; ;8; ; ; ; ; ; 
749710;9;9;10;9;10;9;9; ; ; ; ; ; ;9; ; ; ; ; ; 
749715;2;4;0;0;3;0;1;7;6;8;8; ;0; ; ; ; ;8;9;6
749720;7;8;8;9;7;8;8;5;6;6;6; ;8;8; ; ; ;8;8;9
749731;3;1;7;7;7;5;7;0;3;1;3; ;5;6; ; ; ; ; ; 
749737;6;6;8;5;7;8;7;9;7;7;7;7;7;7; ; ; ;7;6;6
749738;8;8;8;8;8;8;7;7;8;7;7; ;8;8; ; ; ; ; ; 
749761;7;6;6;6;6;9;8;7;7;5;6; ; ;6; ; ; ;10;10;8
749774;9;9;9;8;10;9;10;9;10;8;9; ;9;10; ; ; ;9;10;10
749779;5;4;4;3;4;2;3;4;5;4;3;2; ; ; ; ; ;4;4;3
749784;5;7;5;4;7;2;7;5;6;7;7;7;5;3; ; ; ;8;8;8
749791;5;0;10;10;10;0;0;0;0;8;8; ;0;0; ; ; ; ; ; 
749800;0;0;5;2;0;0;0;5;5;2;5;0; ; ; ; ; ; ; ; 
749841;6;7;7;6;8;7;8;5;6;6;7;7; ;6; ; ; ;4;3;2
749875;9;7;8;7;8;9;10;8;9;9;8; ; ; ;10;10;9;9;9;9
749930;7;3;10;4;5;10;10;5;0;8;10; ;7;0; ; ; ;10;5;10
749953;8;5;3;2;2;5;10; ; ; ; ;2; ; ; ; ; ;9;9;5
749957;8;8;8;7;9;10;8;6;5;8;7; ;7; ;10;10;10; ; ; 
749962;8;8;9;8;8;8;10; ; ; ; ; ; ;9; ; ; ;9;9;9
749990;10;10;9;9;9;10;10;9;9;9;9;9; ;10; ; ; ; ; ; 
750002;9;7;9;9;9;10;10;10;10;10;10; ; ; ;8;9;9; ; ; 
750004;10;9;10;10;9;9;10;10;10;10;10; ; ;10; ; ; ; ; ; 
750057;8;4;5;3;5;10;9;8;8;8;8;8;8;8; ; ; ; ; ; 
750068;10;9;10;10;10;9;10; ; ; ; ; ; ;10; ; ; ; ; ; 
750085;7;7;6;5;6;5;8;7;7;8;8; ;7;8; ; ; ; ; ; 
750130;6;7;6;6;6;6;7;7;7;8;8; ;7; ; ; ; ;7;7;7
750213;0;10;10;0;0;0;0;0;0;0;6; ; ; ; ; ; ; ; ; 
750254;5;7;5;4;8;6;7;2;5;6;6;8;5;7;6;7;8;5;7;7
750370;5;0;5;0;0;4;6;2;0;5;4; ; ; ; ; ; ;0;0;0
750499;8;9;7;8;7;8;6;3;5;7;8;7;6; ; ; ; ; ; ; 
750509;2;3;5;5;5;5;6;8;6;8;9; ;7; ; ; ; ;8;9;8
750546;9;5;8;5;5;9;10;5;6;7;7; ; ; ; ; ; ; ; ; 
750688;9;9;8;7;8;10;10;8;10;9;10; ;8; ; ; ; ;8;9;9
751047;8;8;10;10;10;8;8;0;5;8;8; ; ; ; ; ; ; ; ; 
751060;7;9;9;8;7;9;10;7;9;9;9;9;10;10;10;10;10; ; ; 
751088;7;6;7;6;6;6;6; ; ; ; ;6; ;6; ; ; ; ; ; 
751107;6;7;4;4;3;10;8;8;9;10;10; ;9; ; ; ; ;10;10;7
751129;9;8;9;8;8;8;9;8;8;8;8; ;9; ; ; ; ; ; ; 
751200;6;8;5;4;2;7;7;2;4;6;5; ;8; ;6;6;10;6;4;5
751205;10;8;9;8;9;10;9;7;6;8;7; ; ; ; ; ; ;4;5;8
751208;7;9;10;9;10;9;9;9;8;8;9; ; ; ; ; ; ;9;9;9
751216;5;5;5;5;0;10;10;8;8;8;8;5; ; ; ; ; ; ; ; 
751246;6;7;7;7;7;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
751304;7;6;7;7;7;9;7; ; ; ; ; ;8;8; ; ; ;7;7;8
751339;7;0;5;0;5;7;5;7;5;5;5; ; ;5; ; ; ;0;0;0
751397;8;8;6;6;9;9;10;6;7;8;5;5; ; ; ; ; ; ; ; 
751425;1;1;5;3;5;5;5;4;5;5;4; ;1;1; ; ; ;5;5;6
751431;10;10;10;9;10;8;8;10;10;9;8; ; ; ; ; ; ; ; ; 
751434;8;8;8;8;7;10;10;8;7;8;8; ; ; ;5;5;6;8;10;8
751436;6;5;4;3;6;4;9;5;6;8;7; ; ; ; ; ; ;7;9;7
751457;5;0;0;0;5;0;5;0;5;5;0;5; ; ; ; ; ;4;5;10
751468;5;6;5;5;7;6;7;7;8;10;8; ; ; ; ; ; ;0;8;3
751488;6;4;0;0;0;7;3;3;5;8;5; ; ;4; ; ; ;6;5;6
751490;7;5;5;5;4;8;7;4;5;7;7; ; ; ; ; ; ; ; ; 
751496;10;0;3;0;0;0;10;3;5;0;0;5;5; ; ; ; ;0;3;3
751511;10;9;9;10;9;10;10;8;8;10;9;10; ;10; ; ; ;9;10;10
751527;10;9;10;9;10;10;10;8;10;10;7; ;9; ; ; ; ; ; ; 
751551;8;8;7;7;7;9;8;7;8;8;8;8;7; ; ; ; ; ; ; 
751565;8;8;8;7;9;10;10;8;8;9;8;8; ; ; ; ; ;9;9;9
751569;4;5;7;6;2;3;7;7;8;7;8; ;2;2; ; ; ; ; ; 
751577;5;6;4;5;5;6;5;0;6;8;6; ;6; ; ; ; ;7;7;6
751601;7;8;6;5;6;8;9; ; ; ; ; ;8; ; ; ; ;6;7;7
751651;7;8;6;6;10;8;8;7;9;8;10;8; ;5; ; ; ;10;10;9
751661;3;2;5;1;1;10;10;8;5;6;8; ;1;3;8;8;8;8;10;10
751663;9;9;8;8;8;10;10;8;8;9;9;8;9; ; ; ; ; ; ; 
751702;0;0;10;0;0;0;10;0;10;0;0; ;0;0; ; ; ;10;10;10
751711;9;8;10;9;9;9;9; ; ; ; ;9;10; ; ; ; ; ; ; 
751721;5;9;9;9;9;9;7; ; ; ; ; ; ; ; ; ; ; ; ; 
751724;8;8;9;9;8;6;7;6;8;9;8; ; ; ; ; ; ; ; ; 
751749;0;10;10;0;0;0;10;5;6;8;8;5;6; ; ; ; ;8;5;6
751775;7;7;5;5;7;7;7;5;7;6;7; ; ; ;7;8;7;8;7;7
751822;7;7;4;6;2;8;8;0;8;9;8; ;7;7; ; ; ; ; ; 
751835;7;10;10;8;10;9;10;8;10;10;10;10;10; ; ; ; ; ; ; 
751836;6;4;7;6;7;8;7;7;4;6;8; ; ; ;7;8;7;7;7;7
751861;8;7;6;6;5;9;8;9;8;10;8; ; ;10; ; ; ;10;10;10
751864;7;7;8;6;7;8;8;5;4;5;6;7; ; ; ; ; ;7;7;7
751869;3;4;3;2;3;4;5;4;5;6;6; ;5; ; ; ; ; ; ; 
751880;5;8;6;4;5;5;6;1;2;4;7; ;8;9; ; ; ;5;8;8
751907;7;7;5;6;7;7;8;9;10;10;10; ; ;9; ; ; ; ; ; 
751926;6;5;3;3;4;4;6;2;6;6;7; ; ;6; ; ; ;5;6;6
751937;9;9;9;9;9;9;8;8;8;9;9;8;9;8; ; ; ; ; ; 
751941;8;8;9;9;10;8;7;8;8;9;8; ; ;9; ; ; ; ; ; 
751946;7;7;8;7;7;8;8;7;7;10;9; ; ;8; ; ; ;8;8;8
751961;0;0;5;9;8;6;6;0;0;0;1;1;0;1; ; ; ; ; ; 
752011;9;9;8;8;8;10;10;10;9;9;9;9; ;10; ; ; ;10;10;9
752056;9;7;7;6;8;10;9;9;9;7;8; ; ; ;9;9;8;8;9;9
752079;6;5;8;2;6;10;10; ; ; ; ; ;6;7; ; ; ;8;10;10
752112;10;7;7;5;8;10;10;5;10;10;6;10; ;5; ; ; ; ; ; 
752119;6;8;7;3;0;1;8;4;10;10;10; ;2;9; ; ; ; ; ; 
752141;5;4;3;3;3;0;0;0;2;6;4; ;0;3; ; ; ;7;7;3
752149;8;8;9;9;7;10;9;8;5;7;9;8; ;5; ; ; ; ; ; 
752173;8;8;7;5;7;8;8;8;5;9;8;8; ; ;9;9;7;8;8;8
752177;7;7;8;8;8;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
752180;7;7;9;8;8;10;10;5;6;10;6;6;6; ; ; ; ; ; ; 
752195;7;3;0;0;0;3;0; ; ; ; ; ; ; ; ; ; ;0;0;0
752219;9;8;9;9;7;9;8;9;9;9;9; ; ;9; ; ; ; ; ; 
752242;8;8;8;7;7;8;9;7;9;9;8; ;8; ; ; ; ;7;8;7
752411;8;2;2;2;2;10;10;10;0;10;10; ; ;2; ; ; ;10;8;2
753236;6;7;9;7;7;9;7;7;9;9;9; ; ; ; ; ; ; ; ; 
753345;10;9;8;9;10;9;10;4;8;10;9;10; ; ; ; ; ;10;8;8
753361;5;5;7;6;7;5;6; ; ; ; ; ; ;6; ; ; ; ;6;6
753385;9;7;6;0;8;8;7;8;9;9;9; ;9;9; ; ; ;10;9;7
753396;9;7;6;5;6;8;6;4;5;5;4; ; ; ; ; ; ;0;0;0
753445;10;8;5;4;5;9;9;6;7;8;9;7;9;9; ; ; ;6;7;7
753514;10;10;7;7;10;7;7;7;10;10;7; ;10;10; ; ; ; ; ; 
753516;7;6;8;7;7;7; ;0;1;3;2; ;2; ; ; ; ; ; ; 
753519;10;10;9;8;10;10;10;9; ;10;10;10;10;10; ; ; ;10;10;9
753521;9;10;10;8;9;9;10; ; ; ; ;10; ; ; ; ; ; ; ; 
753522;9;8;7;7;8;9;9;7;9;8;9;8; ; ; ; ; ;9;9;9
753536;10;10;9;10;10;8;10;7;9;10;10;10;10; ; ; ; ;7;8;7
753569;10;10;10;9;10;10;9;8;8;10;10;7; ;10;10;10;10; ; ; 
753572;9;8;8;7;7;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
753573;8; ;8;8;6;7;8; ; ; ; ; ; ;9; ; ; ; ; ; 
753600;10;5;2;2;3;8;8;8;10;10;10;5;5;10; ; ; ; ; ; 
753632;9;10;10;10;10;10;9;10;10;10;10;10; ; ; ; ; ; ; ; 
753674;5;8;10;10;10;10;8;5;10;10;8; ; ;8; ; ; ; ; ; 
753678;6;6;8;8;8;7;7;7;8;9;8; ; ; ; ; ; ;10;8;10
753700;8;6;8;8;8;6;6;5;5;7;7;8;5;5; ; ; ;6;6;8
753729;7;7;8;8;8;9;9;10;8;9;9; ;9;9; ; ; ;8;7;9
753753;8;8;10;7;7;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
753810;6;5;8;6;6;7;8; ; ; ; ; ;8;6; ; ; ;9;8;9
753813;6;5;3;2;3;6;5;7;5;7;7; ; ; ; ; ; ;6;5;4
753826;8;10;10;7;9;10;6;9;9;9;9; ;9;9; ; ; ;6;9;6
753846;10;10;10;0;10;10;10;10;10;10;10; ;10; ; ; ; ;10;10;10
753854;7;7;7;7;8;9;9;8;8;8;8;8;9;7; ; ; ; ; ; 
753878;10;8;9;8;8;8;10;10;10;9;8; ; ; ; ; ; ;10;10;9
753899;7;7;8;7;8;5;7;8;7;8;8; ;7;5;7;8;8; ; ; 
753901;10;10;10;9;9;10;10;10;10;10;10;10; ; ;10;10;10; ; ; 
753903;10;10;10;0;0;10;10; ; ; ; ;10;0;0; ; ; ; ; ; 
753921;10;10;8;8;9;8;10;8;8;10;10; ; ;10;8;8;10; ; ; 
753934;10;10;10;10;10;10;10;5;2;8;5;10;8;10;10;10;10; ; ; 
753958;7;9;7;6;7;10;10;4;8;9;6;8; ;5; ; ; ;8;10;8
753964;9;10;10;10;10;8;8;5;10;8;9;10;9;9; ; ; ; ; ; 
754092;10;9;10;9;9;10;10;9;9;10;10; ; ; ; ; ; ;10;10;10
754106;9;8;9;9;8;8;7;7;8;10;8;7; ; ; ; ; ;8;9;8
754111;9;8;8;8;8;9;9;8;8;8;9; ;8;9; ; ; ; ; ; 
754114;8;8;8;8;9;7;7;7;8;7;7;7;7; ; ; ; ; ; ; 
754195;9;9;8;8;9;10;10;7;9;9;9;9; ;10; ; ; ; ; ; 
754257;8;9;9;8;8;9;10; ; ; ; ; ; ; ; ; ; ; ; ; 
754259;8;8;8;7;8;9;7; ; ; ; ; ; ;8; ; ; ; ; ; 
